Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\aguanambi-3830_png_jpg.rf.aac9501f964a3fe2f3f234450e01c261.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3835_png_jpg.rf.5a8310b51d833bda94481a82fb955161.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3835_png_jpg.rf.96f474a2924841694b4f039d2649965b.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3835_png_jpg.rf.fa9c13d64e8a5c01d7856905f80fed74.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3845_png_jpg.rf.65c76bd5e24cba80bb8020632b3a6979.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3845_png_jpg.rf.cc867ebac9fe2a5e67d16c88b813c11a.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3845_png_jpg.rf.dc32dc8a9f3f31378b66b78335a52e1d.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3850_png_jpg.rf.4bb0c45d3bdb813368693a8a82ba1d24.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3850_png_jpg.rf.97e76edd215075b508369aba4692a452.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3850_png_jpg.rf.f28faf642aaa6c932942ea2828ae75a9.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3855_png_jpg.rf.881f4d28c0b424c00d2ddc849b263a18.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3855_png_jpg.rf.9068a55e4d47e0da3326c413991e5b62.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3855_png_jpg.rf.f7d6a0d36aedb32cc9966b4b1a5e4cd9.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3860_png_jpg.rf.0dbd57980e7d6d3fefabe6f5862a1006.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3860_png_jpg.rf.123cc901442753ff157b21ae88ee52fb.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3860_png_jpg.rf.51102579796c3233468ebdda2ca08cf6.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3965_png_jpg.rf.569c45b2ef65379b95989f8b27f472bb.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3965_png_jpg.rf.991467d9fd17df7d57710027b5ebfb4d.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3965_png_jpg.rf.fee9dc070f9b28d23f2d02a391ac98cb.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3970_png_jpg.rf.079948fa799278ccc559203ba77d7eeb.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3970_png_jpg.rf.15146a4637c4816a337a7e48468ecac0.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3970_png_jpg.rf.cfdcd86d214e30632cfe247bdda29a5d.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3975_png_jpg.rf.15996cba04896e6d436bd25c723e164b.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3975_png_jpg.rf.8ec435840a89cd28648a4e1764ee254f.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3975_png_jpg.rf.b2bbcb838ff95bf47022a939ffb41df1.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.380d39eb162392dca45cdce4dee3e6d8.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.458fdd91881fc6bb56e76d151c5b4cb0.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.ac6323acffc2a9d6a7fba4f2d005926c.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.cacf43ee1d2bc9c6ee33f5f9ad01816b.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.e0f502c9851ea16d5137f5757696ea27.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3980_png_jpg.rf.e21bc837905762080a27354df42e597a.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.21f0ee66986b6498210e5fcd5a876860.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.561f701da0010c2c4f44a34157d34c91.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.79350e93213af1926ae4a2367fa4e35b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.b519b78fe6165bb6b5bf16108d420639.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.c820cd72c2590baf3e1c8758e401ed19.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3985_png_jpg.rf.f02bba635bbff9a16185ff43258bf27f.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3990_png_jpg.rf.11b835b375f2a3c6c71f90ffdc1dd910.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3990_png_jpg.rf.7076760bf65dca552de9f24e5f322ae4.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3990_png_jpg.rf.928f78f93a2eca0eba43698fe7b46e90.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3995_png_jpg.rf.1c1be8ab92a980b273c6c5c461c777ce.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-3995_png_jpg.rf.459fa1f1cad2abd6ae9a01b3c46c4a03.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-3995_png_jpg.rf.d891e24d7e09ae9597e2e6ba2741d41f.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4000_png_jpg.rf.2881913aa1154c440b6458e469db3573.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4000_png_jpg.rf.42dd0f51a594c13fb61727bd40b5014c.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4000_png_jpg.rf.af4edc24610beef4d105ce1f28d795a0.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4005_png_jpg.rf.1dcaa7c76a8a1abff0f703009cf18a5a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4005_png_jpg.rf.3542f0da97e92dc87e5bb7cadc1b3b45.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4005_png_jpg.rf.eba97fe79950b4511d5072dab4dcd43d.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4010_png_jpg.rf.7473786512d43939bceb488bf399718f.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4010_png_jpg.rf.795b40dcac56cd47966d955dc398da5e.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4010_png_jpg.rf.fcf0e87957aa15a5c54e57542484d4d1.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4115_png_jpg.rf.89d58daf7fb867783657b519e25c9e97.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4115_png_jpg.rf.8d5265dc6a9cd4f07a1e608a48a64e47.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4115_png_jpg.rf.ce4d771ce11db8ef8608910124d811ce.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4120_png_jpg.rf.4f67cde15ca939d742074e52341b2fce.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4120_png_jpg.rf.a61c4ae5b344a18c309c56a8a61cfe64.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4120_png_jpg.rf.d6e6b5108b73d085b629ae12841479a7.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.01b81796bf0c714fecc2d70524e4a812.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.05230a6410e2e7f4317040d75374f6bc.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.23892458ff22bfef1ba20a6b4c454082.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.a3ab1d290d5d25f523ffa0b89ec55c84.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.af5f1cabcf77ff8110ab950fefef7bf2.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4125_png_jpg.rf.f7558e9f26d0842a55e7c7039cdf9b38.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4130_png_jpg.rf.00df4250f43aa4056a869c403f2e240e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4130_png_jpg.rf.0732778898ad38b9a61f89f05af03c58.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4130_png_jpg.rf.e8e8b692096631411f0ed72a8e4c6b7a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4135_png_jpg.rf.18ec171a82122024aa8e3d6744a44b3f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4135_png_jpg.rf.e9a1bf7eea09f27574507ec0bf783ec6.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4135_png_jpg.rf.fc710d7d1b0141af89b39f8097990afe.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.a773cc4e6784dffb6b7281b83e9539b3.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.aa1c36fdbcafa8f6f466308550bf925f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.ae8493a4d70e31ce3a60b21fbc71dc05.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.c0ab0417d87c1b9fbf06ff575a8337b3.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.d63798bd28c01a75854f26a3fb0313f2.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4140_png_jpg.rf.f9d2e5f38feddf3fe5d902df0ad41dc9.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.5be6bfcc4ccb7512409558bd76395295.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.9d3154daacdecfc3d81cf0a3fe76a5fc.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.b1f8fd89078e423e249d4a56f376e672.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.b2e2f97b99270b9ec84bd84abfda8419.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.e8efce7af67879a9b19e4b861dd45330.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4145_png_jpg.rf.f7311a180c51515cd995f86d72446033.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.12db20535506f7f53d3fa3e2261d6d99.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.15efe24e8a1f88ba875ab76bb31b93d5.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.7c0f1e5f1b7ec28c3bd6d2bdafa0ea27.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.8acd88b878df17054dd6905a9536b6cc.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.c9d35b6db09b4ff3d0de4c198e8b6417.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4155_png_jpg.rf.d422a3651ecde18e6199c03b8d5f2b4a.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.414676d2e157de825437f1a073d949be.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.42a352f23087650efdc085a32737aee7.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.9d76678dd913e3a0c1b913dacc2160a5.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.c08fc647a7deb183d6927078b5b0f781.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.d4301ee58cd46fe62871a47fb470f00d.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4260_png_jpg.rf.defe4b300e12e38392510614b89d52a1.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4265_png_jpg.rf.1803c18743da3857b73d312d9bde78cc.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4265_png_jpg.rf.6baa5c049707e51a47df6d78902da184.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4265_png_jpg.rf.c6f33c3241a3012fcbe0bc3abaf4c8b6.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4275_png_jpg.rf.14903f77c48cbb86d3c47f1b68982f5d.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4275_png_jpg.rf.21c9c868bd5c69a2111f42833e90b519.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4275_png_jpg.rf.3dab42f6795118e9230f827096484c71.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4280_png_jpg.rf.0271002e658c2a4f4eb206450265a3ba.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4280_png_jpg.rf.bf113cf1eeffb2241be5a07e24eafb25.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4280_png_jpg.rf.cefe417a3e5e006cc2f6f518d750d6da.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.08cd2541f6ac1251dcdab98868b682fd.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.9a3c40ee3b4700c6607c4ddae0c63585.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.bdbbe00212ccbc7923f09b0656c1300c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.db6b8f78d792ed9f3e484f68b7386f81.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.f5bbc80acde04f45db838dbbbcf2b613.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4285_png_jpg.rf.fb5ab7ea7389d4020c5a75edffdbde65.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4290_png_jpg.rf.7283bec0cb8a1f80fa0cab5d8f7e9d74.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4290_png_jpg.rf.7971c0dbdf73d46eba6a3a42f8f645e1.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4290_png_jpg.rf.bab3e6abcbd71349e30cbabccce83c4e.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4295_png_jpg.rf.43c0d85df26ccc75d412a4a294da50f5.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4295_png_jpg.rf.45df3e20270addabbea7d2d1e6de3c02.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4295_png_jpg.rf.c416c38fde0ac56018be34b76cbe6768.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4300_png_jpg.rf.3f0f6de2fe8e37191f384be43b61f55e.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4300_png_jpg.rf.6d91612a7573c9b47416311fdc8dc9c0.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4300_png_jpg.rf.c00e4e64eca74dc1080701b0b0ad0f21.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4405_png_jpg.rf.3d0ec9a9664e9dcabc053a879dd3621d.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4405_png_jpg.rf.547517e115f5f0b5dcd61c205ee7bf44.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4405_png_jpg.rf.ffba906c4b9241aef152ab51972e1d6a.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.41148acc894fae8552006be9899dd9dd.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.515aed13b575ec508b0335ee77d03474.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.9f439c42beb5f6939124da5bf05a1049.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.a3f9810ea469b8c8afe6603303c5ad98.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.ad54b8d927259520a79e776289d5aaea.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4410_png_jpg.rf.f3e2b2b379960d1221f6c70019175a69.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4415_png_jpg.rf.780897426c268b0deff060a1a6691a96.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4415_png_jpg.rf.97a5218cd7cfe47d5f966cb8027597bd.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4415_png_jpg.rf.d6e5eb8ea61dd8c6b7e05f924b185428.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.00e5d75bdf1646ec3ddc6558b6436428.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.0e0977e3dedc2aa71220e612efa78070.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.13a2df11f7961f123e815739b4cf5696.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.1762f61ee329cdcb91e55fca3d21b57a.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.62fce62e6f1ab4fcabfdfb0c914e014b.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4425_png_jpg.rf.7d1cd7156de87d7c11430f5621638df3.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.90b0b179d3de19f2eff23807498f06bd.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.93d54ed560a65ab27e5edb0a5fc835ca.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.9de27b9383791bd6384db0e2c0655119.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.cdf722a576b1c2bfbec9fcf98efbda0e.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.d3d7bd2536d0f4ac70cdab31fad9692d.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4430_png_jpg.rf.e15129aa3bf64ee2830f92b384e9823c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.0212b57afeb6a068263c3629adee05cc.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.422d36a1003e252677cd4ae592a5974f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.4e82392b05edec67414b859bd494ce73.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.5b495d8afdb8381e30eedfb4cf246cc3.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.de5a02eb6456aa4b4f750f733105beea.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4435_png_jpg.rf.f564a3269d96070b4ae642517a64a55b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.62d245c550a2bb625a097de03c957a9e.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.8883b22396e349ebb6fbd997e78d0af0.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.99da3aeac851267e3ff7c4fcd7c427a4.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.b9213be28acc33fa713b8e6ea40a5b0a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.e4fb1c43d4d84e4b6a7134936b68e0a6.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4440_png_jpg.rf.fdd01d3c7ebdd83c1a4833ea4e1beed3.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4540_png_jpg.rf.1fd4d5b70fbe8bb49e2f6159c547434a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4540_png_jpg.rf.aceafbb3527663b7534c71a52df0bf7e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4540_png_jpg.rf.b63d6b1509a5dd7fd5d15bc85761a297.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4545_png_jpg.rf.1f690e1c707017d59558a4b0918a1a6e.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\aguanambi-4545_png_jpg.rf.64e9393481260fc25196ddfdc42e001e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4545_png_jpg.rf.fd4976688fbbed4d865bb4a70198d550.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4550_png_jpg.rf.6571deb3252d2164c6a994a440acc5ea.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4550_png_jpg.rf.c57b350e4ae8a46d0dd6c022ed53e4e3.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4550_png_jpg.rf.e97eb5d1731b9a4802bf41f45a5bf256.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\aguanambi-4555_png_jpg.rf.1b820297ccdf9bcccdadb565ce6d30ac.jpg,6,1.46E-05
